deepspeech-0.9.3-default-none-INT8
STARTING!
Duplicate flags: num_threads
Log parameter values verbosely: [0]
Min num runs: [100]
Min runs duration (seconds): [1e-09]
Num threads: [1]
Use caching: [0]
Min warmup runs: [10]
Min warmup runs duration (seconds): [1e-09]
Graph: [/data/local/tmp/deepspeech-0.9.3-none-none-none.tflite]
Enable op profiling: [1]
#threads used for CPU inference: [1]
Use xnnpack: [0]
Loaded model /data/local/tmp/deepspeech-0.9.3-none-none-none.tflite
The input model file size (MB): 188.957
Initialized session in 8.842ms.
Running benchmark for at least 10 iterations and at least 1e-09 seconds but terminate if exceeding 150 seconds.
count=10 first=3804791 curr=3563748 min=3563145 max=3804791 avg=3.58919e+06 std=71890

Running benchmark for at least 100 iterations and at least 1e-09 seconds but terminate if exceeding 150 seconds.
count=43 first=3578231 curr=3569044 min=3564152 max=3578231 avg=3.56755e+06 std=2821

Inference timings in us: Init: 8842, First inference: 3804791, Warmup (avg): 3.58919e+06, Inference (avg): 3.56755e+06
Note: as the benchmark tool itself affects memory footprint, the following is only APPROXIMATE to the actual memory footprint of the model at runtime. Take the information at your discretion.
Memory footprint delta from the start of the tool (MB): init=0.628906 overall=198.105
Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
	             [node type]	          [start]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	         AllocateTensors	            0.000	    3.611	    3.611	100.000%	100.000%	   264.000	        1	AllocateTensors/0

============================== Top by Computation Time ==============================
	             [node type]	          [start]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	         AllocateTensors	            0.000	    3.611	    3.611	100.000%	100.000%	   264.000	        1	AllocateTensors/0

Number of nodes executed: 1
============================== Summary by node type ==============================
	             [Node type]	  [count]	  [avg ms]	    [avg %]	    [cdf %]	  [mem KB]	[times called]
	         AllocateTensors	        1	     3.611	   100.000%	   100.000%	   264.000	        1

Timings (microseconds): count=1 curr=3611
Memory (bytes): count=0
1 nodes observed



Operator-wise Profiling Info for Regular Benchmark Runs:
============================== Run Order ==============================
	             [node type]	          [start]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	                 RESHAPE	            0.006	    0.011	    0.004	  0.000%	  0.000%	     0.000	        1	[Reshape]:0
	        AudioSpectrogram	            0.010	    0.187	    0.196	  0.005%	  0.006%	     0.000	        1	[AudioSpectrogram]:1
	                    Mfcc	            0.207	    0.337	    0.337	  0.009%	  0.015%	     0.000	        1	[Mfcc]:2
	                 RESHAPE	            0.545	    0.001	    0.001	  0.000%	  0.015%	     0.000	        1	[mfccs]:3
	         FULLY_CONNECTED	            0.547	    5.190	    5.239	  0.147%	  0.162%	     0.000	        1	[Relu6]:4
	         FULLY_CONNECTED	            5.791	   18.588	   18.735	  0.525%	  0.687%	     0.000	        1	[Relu6_1]:5
	         FULLY_CONNECTED	           24.530	   18.406	   18.668	  0.523%	  1.210%	     0.000	        1	[Relu6_2]:6
	                 RESHAPE	           43.204	    0.034	    0.038	  0.001%	  1.212%	     0.000	        1	[Reshape_3]:7
	           STRIDED_SLICE	           43.243	    0.014	    0.014	  0.000%	  1.212%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice]:8
	           STRIDED_SLICE	           43.258	    0.004	    0.004	  0.000%	  1.212%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_1]:9
	           STRIDED_SLICE	           43.263	    0.004	    0.004	  0.000%	  1.212%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_2]:10
	           STRIDED_SLICE	           43.268	    0.003	    0.004	  0.000%	  1.212%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_3]:11
	           STRIDED_SLICE	           43.273	    0.004	    0.004	  0.000%	  1.212%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_4]:12
	           STRIDED_SLICE	           43.278	    0.004	    0.004	  0.000%	  1.212%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_5]:13
	           STRIDED_SLICE	           43.283	    0.004	    0.004	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_6]:14
	           STRIDED_SLICE	           43.288	    0.004	    0.004	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_7]:15
	           STRIDED_SLICE	           43.293	    0.003	    0.004	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_8]:16
	           STRIDED_SLICE	           43.297	    0.004	    0.004	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_9]:17
	           STRIDED_SLICE	           43.302	    0.004	    0.004	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_10]:18
	           STRIDED_SLICE	           43.306	    0.004	    0.005	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_11]:19
	           STRIDED_SLICE	           43.312	    0.005	    0.005	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_12]:20
	           STRIDED_SLICE	           43.318	    0.004	    0.005	  0.000%	  1.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_13]:21
	           STRIDED_SLICE	           43.323	    0.004	    0.004	  0.000%	  1.214%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_14]:22
	           STRIDED_SLICE	           43.328	    0.005	    0.004	  0.000%	  1.214%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_15]:23
	           CONCATENATION	           43.333	    0.017	    0.018	  0.000%	  1.214%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/concat]:24
	         FULLY_CONNECTED	           43.352	  217.420	  217.604	  6.100%	  7.314%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/BiasAdd]:25
	                   SPLIT	          260.961	    0.026	    0.026	  0.001%	  7.315%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split:1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split:2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split:3]:26
	                LOGISTIC	          260.988	    0.266	    0.268	  0.008%	  7.323%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid]:27
	                     MUL	          261.257	    0.026	    0.026	  0.001%	  7.323%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul]:28
	                LOGISTIC	          261.285	    0.251	    0.255	  0.007%	  7.330%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_1]:29
	                    TANH	          261.541	    0.234	    0.239	  0.007%	  7.337%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh]:30
	                     MUL	          261.780	    0.021	    0.022	  0.001%	  7.338%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_1]:31
	                     ADD	          261.804	    0.024	    0.024	  0.001%	  7.338%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/add_1]:32
	                LOGISTIC	          261.829	    0.251	    0.255	  0.007%	  7.346%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_2]:33
	                    TANH	          262.084	    0.231	    0.231	  0.006%	  7.352%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_1]:34
	                     MUL	          262.316	    0.022	    0.024	  0.001%	  7.353%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_2]:35
	           CONCATENATION	          262.341	    0.007	    0.007	  0.000%	  7.353%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/concat_1]:36
	         FULLY_CONNECTED	          262.349	  217.478	  217.664	  6.102%	 13.455%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/BiasAdd_1]:37
	                   SPLIT	          480.018	    0.026	    0.025	  0.001%	 13.455%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1:1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1:2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1:3]:38
	                LOGISTIC	          480.044	    0.265	    0.267	  0.007%	 13.463%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_3]:39
	                     MUL	          480.313	    0.026	    0.026	  0.001%	 13.464%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_3]:40
	                LOGISTIC	          480.340	    0.252	    0.252	  0.007%	 13.471%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_4]:41
	                    TANH	          480.593	    0.235	    0.238	  0.007%	 13.477%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_2]:42
	                     MUL	          480.832	    0.022	    0.021	  0.001%	 13.478%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_4]:43
	                     ADD	          480.854	    0.024	    0.024	  0.001%	 13.479%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/add_3]:44
	                LOGISTIC	          480.879	    0.251	    0.256	  0.007%	 13.486%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_5]:45
	                    TANH	          481.136	    0.231	    0.235	  0.007%	 13.492%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_3]:46
	                     MUL	          481.372	    0.021	    0.022	  0.001%	 13.493%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_5]:47
	           CONCATENATION	          481.396	    0.007	    0.007	  0.000%	 13.493%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/concat_2]:48
	         FULLY_CONNECTED	          481.404	  217.377	  217.694	  6.103%	 19.596%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/BiasAdd_2]:49
	                   SPLIT	          699.103	    0.025	    0.026	  0.001%	 19.597%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_2:1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_2:2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_2:3]:50
	                LOGISTIC	          699.130	    0.265	    0.268	  0.008%	 19.604%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_6]:51
	                     MUL	          699.400	    0.025	    0.026	  0.001%	 19.605%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_6]:52
	                LOGISTIC	          699.426	    0.251	    0.254	  0.007%	 19.612%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_7]:53
	                    TANH	          699.682	    0.233	    0.234	  0.007%	 19.618%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_4]:54
	                     MUL	          699.917	    0.021	    0.021	  0.001%	 19.619%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_7]:55
	                     ADD	          699.939	    0.024	    0.024	  0.001%	 19.620%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/add_5]:56
	                LOGISTIC	          699.964	    0.252	    0.255	  0.007%	 19.627%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_8]:57
	                    TANH	          700.220	    0.229	    0.230	  0.006%	 19.633%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_5]:58
	                     MUL	          700.451	    0.021	    0.021	  0.001%	 19.634%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_8]:59
	           CONCATENATION	          700.474	    0.007	    0.007	  0.000%	 19.634%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/concat_3]:60
	         FULLY_CONNECTED	          700.482	  217.189	  217.722	  6.103%	 25.738%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/BiasAdd_3]:61
	                   SPLIT	          918.208	    0.025	    0.025	  0.001%	 25.738%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_3, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_3:1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_3:2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_3:3]:62
	                LOGISTIC	          918.235	    0.264	    0.268	  0.008%	 25.746%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_9]:63
	                     MUL	          918.504	    0.025	    0.026	  0.001%	 25.746%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_9]:64
	                LOGISTIC	          918.533	    0.251	    0.252	  0.007%	 25.754%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_10]:65
	                    TANH	          918.786	    0.235	    0.236	  0.007%	 25.760%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_6]:66
	                     MUL	          919.023	    0.022	    0.021	  0.001%	 25.761%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_10]:67
	                     ADD	          919.045	    0.024	    0.024	  0.001%	 25.761%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/add_7]:68
	                LOGISTIC	          919.070	    0.251	    0.256	  0.007%	 25.769%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_11]:69
	                    TANH	          919.327	    0.229	    0.230	  0.006%	 25.775%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_7]:70
	                     MUL	          919.558	    0.021	    0.021	  0.001%	 25.776%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_11]:71
	           CONCATENATION	          919.581	    0.006	    0.007	  0.000%	 25.776%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/concat_4]:72
	         FULLY_CONNECTED	          919.589	  217.045	  217.717	  6.103%	 31.879%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/BiasAdd_4]:73
	                   SPLIT	         1137.310	    0.024	    0.025	  0.001%	 31.880%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_4, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_4:1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_4:2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_4:3]:74
	                LOGISTIC	         1137.337	    0.275	    0.266	  0.007%	 31.887%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_12]:75
	                     MUL	         1137.604	    0.027	    0.026	  0.001%	 31.888%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_12]:76
	                LOGISTIC	         1137.631	    0.262	    0.255	  0.007%	 31.895%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_13]:77
	                    TANH	         1137.887	    0.243	    0.235	  0.007%	 31.902%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_8]:78
	                     MUL	         1138.123	    0.023	    0.021	  0.001%	 31.902%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_13]:79
	                     ADD	         1138.146	    0.024	    0.024	  0.001%	 31.903%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/add_9]:80
