deepspeech-0.9.3-default-none-INT8
STARTING!
Duplicate flags: num_threads
Log parameter values verbosely: [0]
Min num runs: [100]
Min runs duration (seconds): [1e-09]
Num threads: [1]
Use caching: [1]
Min warmup runs: [10]
Min warmup runs duration (seconds): [1e-09]
Graph: [/data/local/tmp/deepspeech-0.9.3-none-none-none.tflite]
Enable op profiling: [1]
#threads used for CPU inference: [1]
Use xnnpack: [0]
Loaded model /data/local/tmp/deepspeech-0.9.3-none-none-none.tflite
The input model file size (MB): 188.957
Initialized session in 26.189ms.
Running benchmark for at least 10 iterations and at least 1e-09 seconds but terminate if exceeding 150 seconds.
count=10 first=1057486 curr=661678 min=661636 max=1057486 avg=703342 std=118072

Running benchmark for at least 100 iterations and at least 1e-09 seconds but terminate if exceeding 150 seconds.
count=100 first=670350 curr=664135 min=663186 max=690496 avg=667088 std=4836

Inference timings in us: Init: 26189, First inference: 1057486, Warmup (avg): 703342, Inference (avg): 667088
Note: as the benchmark tool itself affects memory footprint, the following is only APPROXIMATE to the actual memory footprint of the model at runtime. Take the information at your discretion.
Memory footprint delta from the start of the tool (MB): init=0.660156 overall=326.109
Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
	             [node type]	          [start]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	         AllocateTensors	            0.000	    3.248	    3.248	100.000%	100.000%	   264.000	        1	AllocateTensors/0

============================== Top by Computation Time ==============================
	             [node type]	          [start]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	         AllocateTensors	            0.000	    3.248	    3.248	100.000%	100.000%	   264.000	        1	AllocateTensors/0

Number of nodes executed: 1
============================== Summary by node type ==============================
	             [Node type]	  [count]	  [avg ms]	    [avg %]	    [cdf %]	  [mem KB]	[times called]
	         AllocateTensors	        1	     3.248	   100.000%	   100.000%	   264.000	        1

Timings (microseconds): count=1 curr=3248
Memory (bytes): count=0
1 nodes observed



Operator-wise Profiling Info for Regular Benchmark Runs:
============================== Run Order ==============================
	             [node type]	          [start]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	                 RESHAPE	            0.006	    0.014	    0.004	  0.001%	  0.001%	     0.000	        1	[Reshape]:0
	        AudioSpectrogram	            0.010	    0.191	    0.193	  0.029%	  0.030%	     0.000	        1	[AudioSpectrogram]:1
	                    Mfcc	            0.205	    0.332	    0.342	  0.051%	  0.081%	     0.000	        1	[Mfcc]:2
	                 RESHAPE	            0.548	    0.002	    0.001	  0.000%	  0.081%	     0.000	        1	[mfccs]:3
	         FULLY_CONNECTED	            0.550	    5.051	    5.219	  0.783%	  0.864%	     0.000	        1	[Relu6]:4
	         FULLY_CONNECTED	            5.773	   18.641	   18.835	  2.825%	  3.689%	     0.000	        1	[Relu6_1]:5
	         FULLY_CONNECTED	           24.613	   18.646	   18.841	  2.826%	  6.514%	     0.000	        1	[Relu6_2]:6
	                 RESHAPE	           43.459	    0.033	    0.035	  0.005%	  6.520%	     0.000	        1	[Reshape_3]:7
	           STRIDED_SLICE	           43.495	    0.014	    0.015	  0.002%	  6.522%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice]:8
	           STRIDED_SLICE	           43.510	    0.004	    0.004	  0.001%	  6.522%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_1]:9
	           STRIDED_SLICE	           43.515	    0.004	    0.004	  0.001%	  6.523%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_2]:10
	           STRIDED_SLICE	           43.520	    0.004	    0.004	  0.001%	  6.523%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_3]:11
	           STRIDED_SLICE	           43.525	    0.004	    0.004	  0.001%	  6.524%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_4]:12
	           STRIDED_SLICE	           43.529	    0.004	    0.004	  0.001%	  6.525%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_5]:13
	           STRIDED_SLICE	           43.533	    0.004	    0.004	  0.001%	  6.525%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_6]:14
	           STRIDED_SLICE	           43.538	    0.004	    0.004	  0.001%	  6.526%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_7]:15
	           STRIDED_SLICE	           43.542	    0.003	    0.004	  0.001%	  6.526%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_8]:16
	           STRIDED_SLICE	           43.547	    0.003	    0.004	  0.001%	  6.527%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_9]:17
	           STRIDED_SLICE	           43.551	    0.004	    0.004	  0.001%	  6.527%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_10]:18
	           STRIDED_SLICE	           43.556	    0.004	    0.004	  0.001%	  6.528%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_11]:19
	           STRIDED_SLICE	           43.561	    0.004	    0.004	  0.001%	  6.529%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_12]:20
	           STRIDED_SLICE	           43.566	    0.005	    0.004	  0.001%	  6.529%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_13]:21
	           STRIDED_SLICE	           43.570	    0.004	    0.005	  0.001%	  6.530%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_14]:22
	           STRIDED_SLICE	           43.576	    0.004	    0.004	  0.001%	  6.531%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/strided_slice_15]:23
	           CONCATENATION	           43.581	    0.018	    0.018	  0.003%	  6.533%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/concat]:24
	         FULLY_CONNECTED	           43.601	   36.268	   36.495	  5.474%	 12.007%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/BiasAdd]:25
	                   SPLIT	           80.101	    0.026	    0.027	  0.004%	 12.011%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split:1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split:2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split:3]:26
	                LOGISTIC	           80.129	    0.267	    0.269	  0.040%	 12.051%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid]:27
	                     MUL	           80.399	    0.026	    0.027	  0.004%	 12.055%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul]:28
	                LOGISTIC	           80.427	    0.252	    0.256	  0.038%	 12.094%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_1]:29
	                    TANH	           80.684	    0.234	    0.236	  0.035%	 12.129%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh]:30
	                     MUL	           80.921	    0.021	    0.022	  0.003%	 12.132%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_1]:31
	                     ADD	           80.944	    0.024	    0.026	  0.004%	 12.136%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/add_1]:32
	                LOGISTIC	           80.971	    0.251	    0.255	  0.038%	 12.174%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_2]:33
	                    TANH	           81.227	    0.231	    0.234	  0.035%	 12.209%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_1]:34
	                     MUL	           81.461	    0.022	    0.023	  0.003%	 12.213%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_2]:35
	           CONCATENATION	           81.485	    0.007	    0.007	  0.001%	 12.214%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/concat_1]:36
	         FULLY_CONNECTED	           81.493	   36.142	   36.361	  5.453%	 17.667%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/BiasAdd_1]:37
	                   SPLIT	          117.859	    0.026	    0.027	  0.004%	 17.671%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1:1, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1:2, cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/split_1:3]:38
	                LOGISTIC	          117.887	    0.266	    0.270	  0.040%	 17.712%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_3]:39
	                     MUL	          118.158	    0.026	    0.026	  0.004%	 17.716%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_3]:40
	                LOGISTIC	          118.185	    0.252	    0.255	  0.038%	 17.754%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Sigmoid_4]:41
	                    TANH	          118.442	    0.243	    0.239	  0.036%	 17.790%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/Tanh_2]:42
	                     MUL	          118.681	    0.022	    0.022	  0.003%	 17.793%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/mul_4]:43
	                     ADD	          118.704	    0.024	    0.024	  0.004%	 17.797%	     0.000	        1	[cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/add_3]:44
